oem,model,rssi correction,tx,calibration confidence
Asus,AST21,-6,-22,1
Asus,ASUS Chromebook C202SA,-6,-22,1
Asus,ASUS Chromebook Flip C100PA,-6,-22,1
Asus,ASUS Chromebook Flip C101PA,-6,-22,1
Asus,ASUS Chromebook Flip C302,-6,-22,1
Asus,ASUS K00S,-6,-22,1
Asus,ASUS MeMO Pad 7,-6,-22,1
Asus,ASUS Pad TF300T,-6,-22,1
Asus,ASUS Pad TF700T,-6,-22,1
Asus,ASUS PadFone X,-6,-22,1
Asus,ASUS PadFone X mini,-6,-22,1
Asus,ASUS Tablet P1801-T,-6,-22,1
Asus,ASUS Tablet P1802-T,-6,-22,1
Asus,ASUS Transformer 300,-6,-22,1
Asus,ASUS Transformer Pad TF300T,-6,-22,1
Asus,ASUS Transformer Pad TF300TG,-6,-22,1
Asus,ASUS Transformer Pad TF300TL,-6,-22,1
Asus,ASUS Transformer Pad TF502T,-6,-22,1
Asus,ASUS Transformer Pad TF600T,-6,-22,1
Asus,ASUS Transformer Pad TF700KL,-6,-22,1
Asus,ASUS Transformer Pad TF700T,-6,-22,1
Asus,ASUS ZenFone 2,-6,-22,1
Asus,ASUS ZenFone 2E,-6,-22,1
Asus,ASUS ZenWatch,-6,-22,1
Asus,ASUS ZenWatch 2,-6,-22,1
Asus,ASUS ZenWatch 3,-6,-22,1
Asus,ASUS_A001,-1,-22,2
Asus,ASUS_A001D,-6,-22,1
Asus,ASUS_A002,-6,-22,1
Asus,ASUS_A002A,-6,-22,1
Asus,ASUS_A006,-6,-22,1
Asus,ASUS_A007,-6,-22,1
Asus,ASUS_A009,-6,-22,1
Asus,ASUS_I001D,-6,-22,1
Asus,ASUS_I01WD,-6,-22,1
Asus,ASUS_L001,-6,-22,1
Asus,ASUS_P00I,-6,-22,1
Asus,ASUS_P00J,-6,-22,1
Asus,ASUS_T00E,-6,-22,1
Asus,ASUS_T00F,-6,-22,1
Asus,ASUS_T00G,-6,-22,1
Asus,ASUS_T00I,-6,-22,1
Asus,ASUS_T00I-D,-6,-22,1
Asus,ASUS_T00J,-6,-22,1
Asus,ASUS_T00K,-6,-22,1
Asus,ASUS_T00N,-6,-22,1
Asus,ASUS_T00P,-6,-22,1
Asus,ASUS_T00Q,-6,-22,1
Asus,ASUS_T00T,-6,-22,1
Asus,ASUS_X002,-6,-22,1
Asus,ASUS_X003,-6,-22,1
Asus,ASUS_X005,-6,-22,1
Asus,ASUS_X007D,-6,-22,1
Asus,ASUS_X008D,-8,-19,1
Asus,ASUS_X008DA,-8,-19,1
Asus,ASUS_X008DB,-8,-19,1
Asus,ASUS_X008DC,-8,-19,2
Asus,ASUS_X009DB,-6,-22,1
Asus,ASUS_X00AD,-6,-22,1
Asus,ASUS_X00BD,-6,-22,1
Asus,ASUS_X00DD,-6,-22,1
Asus,ASUS_X00DDA,-6,-22,1
Asus,ASUS_X00GD,-6,-22,1
Asus,ASUS_X00HD,-6,-22,1
Asus,ASUS_X00HDA,-6,-22,1
Asus,ASUS_X00ID,-6,-22,1
Asus,ASUS_X00LD,-6,-22,1
Asus,ASUS_X00LDA,-6,-22,1
Asus,ASUS_X00LDB,-6,-22,1
Asus,ASUS_X00PD,-6,-22,1
Asus,ASUS_X00QD,-6,-22,1
Asus,ASUS_X00QSA,-6,-22,1
Asus,ASUS_X00RD,-6,-22,1
Asus,ASUS_X00TD,-8,-29,2
Asus,ASUS_X00TDB,-8,-29,1
Asus,ASUS_X013DA,-6,-22,1
Asus,ASUS_X013DB,-6,-22,1
Asus,ASUS_X014D,-6,-22,1
Asus,ASUS_X017D,-6,-22,1
Asus,ASUS_X017DA,-6,-22,1
Asus,ASUS_X018D,-6,-23,2
Asus,ASUS_X01AD,-6,-22,1
Asus,ASUS_X01BDA,-5,-26,2
Asus,ASUS_X550,-6,-22,1
Asus,ASUS_Z002,-6,-22,1
Asus,ASUS_Z007,-6,-22,1
Asus,ASUS_Z008D,-6,-22,1
Asus,ASUS_Z00AD,-6,-22,1
Asus,ASUS_Z00ADA,-6,-22,1
Asus,ASUS_Z00ADB,-6,-22,1
Asus,ASUS_Z00ED,-6,-22,1
Asus,ASUS_Z00EDB,-6,-22,1
Asus,ASUS_Z00LD,-6,-22,1
Asus,ASUS_Z00LDC,-6,-22,1
Asus,ASUS_Z00MD,-6,-22,1
Asus,ASUS_Z00RD,-6,-22,1
Asus,ASUS_Z00SD,-6,-22,1
Asus,ASUS_Z00TD,-6,-22,1
Asus,ASUS_Z00UD,-6,-22,1
Asus,ASUS_Z00UDA,-6,-22,1
Asus,ASUS_Z00VD,-6,-22,1
Asus,ASUS_Z00WD,-6,-22,1
Asus,ASUS_Z00XS,-6,-22,1
Asus,ASUS_Z00XSA,-6,-22,1
Asus,ASUS_Z00XSB,-6,-22,1
Asus,ASUS_Z00YD,-6,-22,1
Asus,ASUS_Z010D,-8,-17,2
Asus,ASUS_Z010DA,-8,-17,1
Asus,ASUS_Z010DB,-8,-17,1
Asus,ASUS_Z010DD,-8,-17,1
Asus,ASUS_Z011D,-6,-22,1
Asus,ASUS_Z012D,-6,-22,1
Asus,ASUS_Z012DA,-6,-22,1
Asus,ASUS_Z012DE,-6,-22,1
Asus,ASUS_Z012S,-6,-22,1
Asus,ASUS_Z016D,-6,-22,1
Asus,ASUS_Z016DA,-6,-22,1
Asus,ASUS_Z016S,-6,-22,1
Asus,ASUS_Z017D,-6,-22,1
Asus,ASUS_Z017DA,-6,-22,1
Asus,ASUS_Z01BD,-6,-22,1
Asus,ASUS_Z01BDA,-6,-22,1
Asus,ASUS_Z01BDC,-6,-22,1
Asus,ASUS_Z01BS,-6,-22,1
Asus,ASUS_Z01FD,-4,-20,2
Asus,ASUS_Z01GD,-6,-22,1
Asus,ASUS_Z01HD,-6,-22,1
Asus,ASUS_Z01HDA,-6,-22,1
Asus,ASUS_Z01KD,-6,-22,1
Asus,ASUS_Z01KDA,-6,-22,1
Asus,ASUS_Z01KS,-6,-22,1
Asus,ASUS_Z01MD,-6,-22,1
Asus,ASUS_Z01MDA,-6,-22,1
Asus,ASUS_Z01QD,-6,-22,1
Asus,ASUS_Z01RD,-6,-22,1
Asus,Asus A10,-6,-22,1
Asus,ETBW11AA,-6,-22,1
Asus,G552KL,-6,-22,1
Asus,G553KL,-6,-22,1
Asus,Garmin-Asus A10,-6,-22,1
Asus,Garmin-Asus A50,-6,-22,1
Asus,K007,-6,-22,1
Asus,K00C,-6,-22,1
Asus,K00E,-6,-22,1
Asus,K00F,-6,-22,1
Asus,K00G,-6,-22,1
Asus,K00L,-6,-22,1
Asus,K00R,-6,-22,1
Asus,K00U,-6,-22,1
Asus,K00X,-6,-22,1
Asus,K00Y,-6,-22,1
Asus,K00Z,-6,-22,1
Asus,K010,-6,-22,1
Asus,K010E,-6,-22,1
Asus,K011,-6,-22,1
Asus,K012,-6,-22,1
Asus,K012_2,-6,-22,1
Asus,K013,-6,-22,1
Asus,K013C,-6,-22,1
Asus,K014,-6,-22,1
Asus,K015,-6,-22,1
Asus,K016,-6,-22,1
Asus,K017,-6,-22,1
Asus,K018,-6,-22,1
Asus,K019,-6,-22,1
Asus,K01A,-6,-22,1
Asus,K01B,-6,-22,1
Asus,K01E,-6,-22,1
Asus,K01F,-6,-22,1
Asus,K01H,-6,-22,1
Asus,K01N,-6,-22,1
Asus,K01Q,-6,-22,1
Asus,K01U,-6,-22,1
Asus,ME171,-6,-22,1
Asus,ME172V,-6,-22,1
Asus,ME173X,-6,-22,1
Asus,ME301T,-6,-22,1
Asus,ME302C,-6,-22,1
Asus,ME302KL,-6,-22,1
Asus,ME371MG,-6,-22,1
Asus,Nexus 7,-6,-22,1
Asus,Nexus Player,-6,-22,1
Asus,P001,-6,-22,1
Asus,P001_2,-6,-22,1
Asus,P002,-6,-22,1
Asus,P008,-6,-22,1
Asus,P00A,-6,-22,1
Asus,P00C,-6,-22,1
Asus,P00I,-6,-22,1
Asus,P00L,-6,-22,1
Asus,P01M,-6,-22,1
Asus,P01MA,-6,-22,1
Asus,P01T,-6,-22,1
Asus,P01T_1,-6,-22,1
Asus,P01V,-6,-22,1
Asus,P01W,-6,-22,1
Asus,P01Y,-6,-22,1
Asus,P01Y_S,-6,-22,1
Asus,P01Z,-6,-22,1
Asus,P021,-6,-22,1
Asus,P022,-6,-22,1
Asus,P023,-6,-22,1
Asus,P024,-6,-22,1
Asus,P027,-7,-23,2
Asus,P028,-6,-22,1
Asus,PadFone,-6,-22,1
Asus,PadFone 2,-6,-22,1
Asus,PadFone Infinity,-6,-22,1
Asus,PadFone T004,-6,-22,1
Asus,PadFone T008,-6,-22,1
Asus,PadFone T00C,-6,-22,1
Asus,RTC-tablet,-6,-22,1
Asus,Slider SL101,-6,-22,1
Asus,T10xTA,-6,-22,1
Asus,TF101,-6,-22,1
Asus,TF101-WiMAX,-6,-22,1
Asus,TF201,-6,-22,1
Asus,TX201LA,-6,-22,1
Asus,TX201LAF,-6,-22,1
Asus,Transformer Prime TF201,-6,-22,1
Asus,Transformer TF101,-6,-22,1
Asus,Transformer TF101G,-6,-22,1
Asus,Transformer TF201,-6,-22,1
Asus,Z00D,-6,-22,1
Asus,ZA550KL,-6,-22,1
Asus,ZB553KL,-6,-22,1
Asus,ZB555KL,-6,-22,1
Asus,ZB602KL,-8,-29,1
Asus,ZB631KL,-5,-26,1
Asus,ZB633KL,-6,-22,1
Asus,ZC600KL,-6,-22,1
Asus,ZE620KL,-6,-22,1
Asus,ZS600KL,-6,-22,1
Asus,ZS620KL,-6,-22,1
Asus,ZS630KL,-6,-22,1
Asus,ZS660KL,-6,-22,1
Asus,Zenbo,-6,-22,1
Asus,asus_google_cube,-6,-22,1
Asus,bob,-6,-22,1
BlackBerry,BBA100-1,-3,-25,1
BlackBerry,BBA100-2,-3,-25,1
BlackBerry,BBB100-1,-3,-25,1
BlackBerry,BBB100-2,-3,-25,1
BlackBerry,BBB100-3,-3,-25,1
BlackBerry,BBB100-4,-3,-25,1
BlackBerry,BBB100-5,-3,-25,1
BlackBerry,BBB100-6,-3,-25,1
BlackBerry,BBB100-7,-3,-25,1
BlackBerry,BBC100-1,-3,-25,1
BlackBerry,BBD100-1,-3,-25,1
BlackBerry,BBD100-2,-3,-25,1
BlackBerry,BBD100-6,-3,-25,1
BlackBerry,BBE100-1,-4,-24,1
BlackBerry,BBE100-2,-4,-24,1
BlackBerry,BBE100-4,-4,-24,2
BlackBerry,BBE100-5,-4,-24,1
BlackBerry,BBF100-1,-2,-26,1
BlackBerry,BBF100-2,-2,-26,1
BlackBerry,BBF100-4,-2,-26,1
BlackBerry,BBF100-6,-2,-26,2
BlackBerry,BBF100-8,-2,-26,1
BlackBerry,BBF100-9,-2,-26,1
BlackBerry,BBG100-1,-3,-25,1
BlackBerry,BBH100-1,-3,-25,1
BlackBerry,STH100-1,-3,-25,1
BlackBerry,STH100-2,-3,-25,1
BlackBerry,STV100-1,-3,-25,1
BlackBerry,STV100-2,-3,-25,1
BlackBerry,STV100-3,-3,-25,1
BlackBerry,STV100-4,-3,-25,1
Blu,A200,-7,-27,1
Blu,A250,-7,-27,1
Blu,A30,-7,-27,1
Blu,Advance 4.0 L3,-7,-27,1
Blu,Advance 4.0M,-7,-27,1
Blu,Advance 5.0 HD,-7,-27,1
Blu,Advance 5.2,-7,-27,1
Blu,Advance A4,-7,-27,1
Blu,Advance A5,-7,-27,1
Blu,Advance A5 LTE,-7,-27,1
Blu,Advance A5 Plus LTE,-7,-27,1
Blu,Advance A6,-7,-27,1
Blu,Advance A7,-7,-27,1
Blu,Advance L4,-7,-27,1
Blu,Advance L5,-7,-27,1
Blu,B110DL,-7,-27,1
Blu,BLU ADVANCE 4.0 L2,-7,-27,1
Blu,BLU DASH L2,-7,-27,1
Blu,BLU DASH M2,-7,-27,1
Blu,BLU DASH X,-7,-27,1
Blu,BLU DASH X LTE,-7,-27,1
Blu,BLU DASH X2,-7,-27,1
Blu,BLU ENERGY DIAMOND,-7,-27,1
Blu,BLU ENERGY M,-7,-27,1
Blu,BLU ENERGY X PLUS 2,-7,-27,1
Blu,BLU GRAND 5.5 HD,-7,-27,1
Blu,BLU Grand X LTE,-7,-27,1
Blu,BLU LIFE MARK,-7,-27,1
Blu,BLU LIFE ONE X,-7,-27,1
Blu,BLU LIFE XL,-7,-27,1
Blu,BLU NEO ENERGY MINI,-7,-27,1
Blu,BLU NEO X,-7,-27,1
Blu,BLU NEO X LTE,-7,-27,1
Blu,BLU NEO X MINI,-7,-27,1
Blu,BLU NEO X PLUS,-7,-27,1
Blu,BLU NEO XL,-7,-27,1
Blu,BLU R1 HD,-7,-27,1
Blu,BLU STUDIO 7.0 LTE,-7,-27,1
Blu,BLU STUDIO C 8+8,-7,-27,1
Blu,BLU STUDIO C 8+8 LTE,-7,-27,1
Blu,BLU STUDIO C HD,-7,-27,1
Blu,BLU STUDIO G,-7,-27,1
Blu,BLU STUDIO G PLUS,-7,-27,1
Blu,BLU STUDIO G2,-7,-27,1
Blu,BLU STUDIO ONE,-7,-27,1
Blu,BLU STUDIO ONE PLUS,-7,-27,1
Blu,BLU STUDIO SELFIE 2,-7,-27,1
Blu,BLU STUDIO SELFIE LTE,-7,-27,1
Blu,BLU STUDIO X MINI,-7,-27,1
Blu,BLU STUDIO XL LTE,-7,-27,1
Blu,BLU Studio G HD,-7,-27,1
Blu,BLU Studio Touch,-7,-27,1
Blu,BLU TOUCHBOOK M7,-7,-27,1
Blu,BLU_S1,-7,-27,1
Blu,BOLD N1,-7,-27,1
Blu,C1,-7,-27,1
Blu,C2,-7,-27,1
Blu,C4,-7,-27,1
Blu,C4 2019,-7,-27,1
Blu,C5,-7,-27,1
Blu,C5 2019,-7,-27,1
Blu,C5 LTE,-7,-27,1
Blu,C5 Plus,-7,-27,1
Blu,C5L,-7,-27,1
Blu,C5X,-7,-27,1
Blu,C6,-7,-27,1
Blu,C6 2019,-7,-27,1
Blu,C6L,-7,-27,1
Blu,C6x,-7,-27,1
Blu,D10,-7,-27,1
Blu,D500,-7,-27,1
Blu,D510,-7,-27,1
Blu,D600,-7,-27,1
Blu,D701,-7,-27,1
Blu,DASH X PLUS LTE,-7,-27,1
Blu,DIAMOND M,-7,-27,1
Blu,Dash 4.5,-7,-27,1
Blu,Dash G,-7,-27,1
Blu,Dash L3,-7,-27,1
Blu,Dash L4,-7,-27,1
Blu,Dash L4 LTE,-7,-27,1
Blu,Dash L4X,-7,-27,1
Blu,Dash L5 LTE,-7,-27,1
Blu,Dash L5X,-7,-27,1
Blu,Dash X2,-7,-27,1
Blu,Dash XL,-7,-27,1
Blu,E100,-7,-27,1
Blu,E20,-7,-27,1
Blu,ENERGY XL,-7,-27,1
Blu,ENERGY_DIAMOND_MINI,-7,-27,1
Blu,Energy X 2,-7,-27,1
Blu,Energy X LTE,-7,-27,1
Blu,G5,-7,-27,1
Blu,G5 Plus,-7,-27,1
Blu,G6,-7,-27,1
Blu,G60,-7,-27,1
Blu,G70,-7,-27,1
Blu,G8,-7,-27,1
Blu,G80,-7,-27,1
Blu,G9,-7,-27,1
Blu,G9 PRO,-7,-27,1
Blu,G90,-7,-27,1
Blu,Grand 5.5 HD II,-7,-27,1
Blu,Grand Energy,-7,-27,1
Blu,Grand M,-12,-20,2
Blu,Grand M2,-7,-27,1
Blu,Grand M2 LTE,-7,-27,1
Blu,Grand M2X,-7,-27,1
Blu,Grand M3,-7,-27,1
Blu,Grand Max,-7,-27,1
Blu,Grand Mini,-7,-27,1
Blu,Grand X,-7,-27,1
Blu,Grand X LTE,-7,-27,1
Blu,Grand XL,-7,-27,1
Blu,Grand XL LTE,-7,-27,1
Blu,J7,-7,-27,1
Blu,Life Max,-7,-27,1
Blu,Life One X,-7,-27,1
Blu,Life One X2,-7,-27,1
Blu,Life One X2 Mini,-7,-27,1
Blu,Life One X3,-7,-27,1
Blu,M6,-7,-27,1
Blu,Neo X2,-7,-27,1
Blu,PURE XL,-7,-27,1
Blu,Pure View,-7,-27,1
Blu,Pure XR,-7,-27,1
Blu,R1 HD,-7,-27,1
Blu,R1 PLUS,-7,-27,1
Blu,R2 3G,-7,-27,1
Blu,R2 LTE,-7,-27,1
Blu,R2 Plus,-7,-27,1
Blu,S5,-7,-27,1
Blu,STUDIO 5.5 HD,-7,-27,1
Blu,STUDIO ENERGY 2,-7,-27,1
Blu,STUDIO M HD,-7,-27,1
Blu,STUDIO M LTE,-7,-27,1
Blu,STUDIO_G_HD,-7,-27,1
Blu,Studio C HD,-7,-27,1
Blu,Studio G HD LTE,-7,-27,1
Blu,Studio G Max,-7,-27,1
Blu,Studio G Mini,-7,-27,1
Blu,Studio G Plus HD,-7,-27,1
Blu,Studio G2 HD,-7,-27,1
Blu,Studio G3,-7,-27,1
Blu,Studio G4,-7,-27,1
Blu,Studio J1,-7,-27,1
Blu,Studio J2,-7,-27,1
Blu,Studio J5,-7,-27,1
Blu,Studio J8,-7,-27,1
Blu,Studio J8 LTE,-7,-27,1
Blu,Studio J8M,-7,-27,1
Blu,Studio M4,-7,-27,1
Blu,Studio M4 Plus,-7,-27,1
Blu,Studio M5,-7,-27,1
Blu,Studio M5 Plus,-7,-27,1
Blu,Studio M5 Plus LTE,-7,-27,1
Blu,Studio M6,-7,-27,1
Blu,Studio M6 LTE,-7,-27,1
Blu,Studio Max,-7,-27,1
Blu,Studio Mega,-4,-28,2
Blu,Studio Mega LTE,-7,-27,1
Blu,Studio Pro,-7,-27,1
Blu,Studio View,-7,-27,1
Blu,Studio View XL,-7,-27,1
Blu,Studio X8 HD,-7,-27,1
Blu,Studio X9 HD,-7,-27,1
Blu,Studio XL 2,-7,-27,1
Blu,T5,-7,-27,1
Blu,T5 Plus,-7,-27,1
Blu,Tank Xtreme,-7,-27,1
Blu,Tank Xtreme 4.0,-6,-22,2
Blu,Tank Xtreme 5.0,-7,-27,1
Blu,Tank Xtreme Pro,-7,-27,1
Blu,Touchbook M7 Pro,-7,-27,1
Blu,VIEW 1,-7,-27,1
Blu,VIVO 5,-6,-30,2
Blu,VIVO GO,-7,-27,1
Blu,VIVO XL,-7,-27,1
Blu,Vivo 5 Mini,-7,-27,1
Blu,Vivo 5R,-7,-27,1
Blu,Vivo 6,-7,-27,1
Blu,Vivo 8,-7,-27,1
Blu,Vivo 8L,-7,-27,1
Blu,Vivo ONE,-6,-36,2
Blu,Vivo One Plus,-7,-27,1
Blu,Vivo One Plus 2019,-7,-27,1
Blu,Vivo S,-7,-27,1
Blu,Vivo X,-7,-27,1
Blu,Vivo XI,-7,-27,1
Blu,Vivo XI PLUS,-7,-27,1
Blu,Vivo XI+,-7,-27,1
Blu,Vivo XL2,-7,-27,1
Blu,Vivo XL3,-7,-27,1
Blu,Vivo XL3 Plus,-7,-27,1
Blu,Vivo XL4,-7,-27,1
Coolpad,1803,-11,-18,1
Coolpad,1821,-11,-18,1
Coolpad,1825-I01,-11,-18,1
Coolpad,1826,-11,-18,1
Coolpad,1826-I01,-11,-18,1
Coolpad,1827,-11,-18,1
Coolpad,1903,-11,-18,1
Coolpad,1904,-11,-18,1
Coolpad,1921,-11,-18,1
Coolpad,1932,-11,-18,1
Coolpad,3600I,-11,-18,1
Coolpad,5110,-11,-18,1
Coolpad,5560S,-11,-18,1
Coolpad,5832,-11,-18,1
Coolpad,5860,-11,-18,1
Coolpad,5860A,-11,-18,1
Coolpad,5860E,-11,-18,1
Coolpad,5860S,-11,-18,1
Coolpad,5870,-11,-18,1
Coolpad,5880,-11,-18,1
Coolpad,5910,-11,-18,1
Coolpad,7230,-11,-18,1
Coolpad,7260,-11,-18,1
Coolpad,7260A,-11,-18,1
Coolpad,7266,-11,-18,1
Coolpad,801E,-11,-18,1
Coolpad,801EM,-11,-18,1
Coolpad,801ES,-11,-18,1
Coolpad,8150,-11,-18,1
Coolpad,8180,-11,-18,1
Coolpad,8710,-11,-18,1
Coolpad,8810,-11,-18,1
Coolpad,8870,-11,-18,1
Coolpad,8950,-11,-18,1
Coolpad,9120,-11,-18,1
Coolpad,9900,-11,-18,1
Coolpad,Bs 501,-11,-18,1
Coolpad,C1-U02,-11,-18,1
Coolpad,C103,-11,-18,1
Coolpad,C106,-11,-18,1
Coolpad,C106-6,-11,-18,1
Coolpad,C106-7,-11,-18,1
Coolpad,C106-8,-11,-18,1
Coolpad,C106-9,-11,-18,1
Coolpad,C107-9,-11,-18,1
Coolpad,CK2-01,-11,-18,1
Coolpad,CK3-01,-11,-18,1
Coolpad,CK3-M1,-11,-18,1
Coolpad,COL-A0,-11,-18,1
Coolpad,CP3700A,-11,-18,1
Coolpad,CP3706AS,-11,-18,1
Coolpad,CP8298_M02,-11,-18,1
Coolpad,CP8676_I03,-11,-18,1
Coolpad,CVC-A0,-11,-18,1
Coolpad,CVC-M0,-11,-18,1
Coolpad,Coolmini,-11,-18,1
Coolpad,Coolpad 3300A,-11,-18,1
Coolpad,Coolpad 3310A,-11,-18,1
Coolpad,Coolpad 3320A,-11,-18,1
Coolpad,Coolpad 3503I,-11,-18,1
Coolpad,Coolpad 3600I,-11,-18,1
Coolpad,Coolpad 3622A,-11,-18,1
Coolpad,Coolpad 3623A,-11,-18,1
Coolpad,Coolpad 3632A,-11,-18,1
Coolpad,Coolpad 5010,-11,-18,1
Coolpad,Coolpad 5108,-11,-18,1
Coolpad,Coolpad 5109,-11,-18,1
Coolpad,Coolpad 5200,-11,-18,1
Coolpad,Coolpad 5210,-11,-18,1
Coolpad,Coolpad 5210A,-11,-18,1
Coolpad,Coolpad 5216D,-11,-18,1
Coolpad,Coolpad 5217,-11,-18,1
Coolpad,Coolpad 5218S,-11,-18,1
Coolpad,Coolpad 5219,-11,-18,1
Coolpad,Coolpad 5219_C00,-11,-18,1
Coolpad,Coolpad 5267,-11,-18,1
Coolpad,Coolpad 5270,-11,-18,1
Coolpad,Coolpad 5310,-11,-18,1
Coolpad,Coolpad 5315,-11,-18,1
Coolpad,Coolpad 5367,-11,-18,1
Coolpad,Coolpad 5367C,-11,-18,1
Coolpad,Coolpad 5370,-11,-18,1
Coolpad,Coolpad 5380CA,-11,-18,1
Coolpad,Coolpad 5820,-11,-18,1
Coolpad,Coolpad 5872,-11,-18,1
Coolpad,Coolpad 5879T,-11,-18,1
Coolpad,Coolpad 5891,-11,-18,1
Coolpad,Coolpad 5891Q,-11,-18,1
Coolpad,Coolpad 5891S,-11,-18,1
Coolpad,Coolpad 5892,-11,-18,1
Coolpad,Coolpad 5950,-11,-18,1
Coolpad,Coolpad 5950T,-11,-18,1
Coolpad,Coolpad 5951,-11,-18,1
Coolpad,Coolpad 5952,-11,-18,1
Coolpad,Coolpad 7019,-11,-18,1
Coolpad,Coolpad 7061,-11,-18,1
Coolpad,Coolpad 7230S,-11,-18,1
Coolpad,Coolpad 7232,-11,-18,1
Coolpad,Coolpad 7236,-11,-18,1
Coolpad,Coolpad 7251,-11,-18,1
Coolpad,Coolpad 7270,-11,-18,1
Coolpad,Coolpad 7270_W00,-11,-18,1
Coolpad,Coolpad 7275,-11,-18,1
Coolpad,Coolpad 7290,-11,-18,1
Coolpad,Coolpad 7295+,-11,-18,1
Coolpad,Coolpad 7295A,-11,-18,1
Coolpad,Coolpad 7295C,-11,-18,1
Coolpad,Coolpad 7295C_C00,-11,-18,1
Coolpad,Coolpad 7295T,-11,-18,1
Coolpad,Coolpad 7296,-11,-18,1
Coolpad,Coolpad 7296S,-11,-18,1
Coolpad,Coolpad 7298A,-11,-18,1
Coolpad,Coolpad 7298D,-11,-18,1
Coolpad,Coolpad 7320,-11,-18,1
Coolpad,Coolpad 7620L,-11,-18,1
Coolpad,Coolpad 8021,-11,-18,1
Coolpad,Coolpad 8079,-11,-18,1
Coolpad,Coolpad 8089,-11,-18,1
Coolpad,Coolpad 8089Q,-11,-18,1
Coolpad,Coolpad 8122,-11,-18,1
Coolpad,Coolpad 8198W,-11,-18,1
Coolpad,Coolpad 8297D,-11,-18,1
Coolpad,Coolpad 8297L-I00,-11,-18,1
Coolpad,Coolpad 8297W,-11,-18,1
Coolpad,Coolpad 8705,-11,-18,1
Coolpad,Coolpad 8712,-11,-18,1
Coolpad,Coolpad 8718,-11,-18,1
Coolpad,Coolpad 8720L,-11,-18,1
Coolpad,Coolpad 8722,-11,-18,1
Coolpad,Coolpad 8722V,-11,-18,2
Coolpad,Coolpad 8729,-11,-18,1
Coolpad,Coolpad 8730L,-11,-18,1
Coolpad,Coolpad 8735,-11,-18,1
Coolpad,Coolpad 8736,-11,-18,1
Coolpad,Coolpad 8737A,-11,-18,1
Coolpad,Coolpad 8970L,-11,-18,1
Coolpad,Coolpad 8971,-11,-18,1
Coolpad,Coolpad 9080W,-11,-18,1
Coolpad,Coolpad 9150W,-11,-18,1
Coolpad,Coolpad 9190L,-11,-18,1
Coolpad,Coolpad 9190_T00,-11,-18,1
Coolpad,Coolpad 9250L,-11,-18,1
Coolpad,Coolpad 9970,-11,-18,1
Coolpad,Coolpad 9970L,-11,-18,1
Coolpad,Coolpad 9976A,-11,-18,1
Coolpad,Coolpad A520,-11,-18,1
Coolpad,Coolpad A8,-11,-18,1
Coolpad,Coolpad A8-831,-11,-18,1
Coolpad,Coolpad A8-930,-11,-18,1
Coolpad,Coolpad A8-931,-11,-18,1
Coolpad,Coolpad A8-931N,-11,-18,1
Coolpad,Coolpad A8-932,-11,-18,1
Coolpad,Coolpad B770,-11,-18,1
Coolpad,Coolpad B770S,-11,-18,1
Coolpad,Coolpad CM001,-11,-18,1
Coolpad,Coolpad COR-I0,-11,-18,1
Coolpad,Coolpad CP3503I,-11,-18,1
Coolpad,Coolpad E502,-11,-18,1
Coolpad,Coolpad E503,-11,-18,1
Coolpad,Coolpad E561,-11,-18,1
Coolpad,Coolpad E561_EU,-11,-18,1
Coolpad,Coolpad E570,-11,-18,1
Coolpad,Coolpad E571,-11,-18,1
Coolpad,Coolpad E580,-11,-18,1
Coolpad,Coolpad Flo,-11,-18,1
Coolpad,Coolpad R106,-11,-18,1
Coolpad,Coolpad R108,-11,-18,1
Coolpad,Coolpad R116,-11,-18,1
Coolpad,Coolpad T1,-11,-18,1
Coolpad,Coolpad W706+,-11,-18,1
Coolpad,Coolpad W708,-11,-18,1
Coolpad,Coolpad Y72-921,-11,-18,1
Coolpad,Coolpad Y803-8,-11,-18,1
Coolpad,Coolpad Y803-9,-11,-18,1
Coolpad,Coolpad Y83-900,-11,-18,1
Coolpad,Coolpad Y83-I00,-11,-18,1
Coolpad,Coolpad Y891,-11,-18,1
Coolpad,Coolpad Y90,-11,-18,1
Coolpad,Coolpad Y91-921,-11,-18,1
Coolpad,Coolpad Y92-9,-11,-18,1
Coolpad,Coolpad7728,-11,-18,1
Coolpad,Coolpad7920,-11,-18,1
Coolpad,Coolpad8085Q,-11,-18,1
Coolpad,Coolpad8198T,-11,-18,1
Coolpad,Coolpad8295M,-11,-18,1
Coolpad,Coolpad8750,-11,-18,1
Coolpad,Coolpad8908,-11,-18,1
Coolpad,Coolpad_5218D,-11,-18,1
Coolpad,Forward_EVOLVE,-11,-18,1
Coolpad,GRA-M0,-11,-18,1
Coolpad,Idea ULTRA,-11,-18,1
Coolpad,Idea ULTRA Pro,-11,-18,1
Coolpad,Karbonn Titanium S5 Plus,-11,-18,1
Coolpad,MEDION P5001,-11,-18,1
Coolpad,MTS-SP150,-11,-18,1
Coolpad,Mtag 353,-11,-18,1
Coolpad,N930,-11,-18,1
Coolpad,Nivo,-11,-18,1
Coolpad,PAP4000,-11,-18,1
Coolpad,POL-A0,-11,-18,1
Coolpad,SS2-01,-11,-18,1
Coolpad,STARADDICT III,-11,-18,1
Coolpad,Spice Mi-496,-11,-18,1
Coolpad,Spice Mi-515,-11,-18,1
Coolpad,VCR-A0,-11,-18,1
Coolpad,VCR-I0,-11,-18,1
