oem,model,rssi correction,tx,calibration confidence
Sony,BRAVIA 4K UR1,-2,-30,1
Sony,BRAVIA 4K UR2,-2,-30,1
Sony,BRAVIA 4K UR3,-2,-30,1
Sony,BRAVIA VH1,-2,-30,1
Sony,BRAVIA VU1,-2,-30,1
Sony,C1504,-2,-30,1
Sony,C1505,-2,-30,1
Sony,C1604,-2,-30,1
Sony,C1605,-2,-30,1
Sony,C1904,-2,-30,1
Sony,C1905,-2,-30,1
Sony,C2004,-2,-30,1
Sony,C2005,-2,-30,1
Sony,C2104,-2,-30,1
Sony,C2105,-2,-30,1
Sony,C2304,-2,-30,1
Sony,C2305,-2,-30,1
Sony,C5302,-2,-30,1
Sony,C5303,-2,-30,1
Sony,C5306,-2,-30,1
Sony,C5502,-2,-30,1
Sony,C5503,-2,-30,1
Sony,C6502,-2,-30,1
Sony,C6503,-2,-30,1
Sony,C6506,-2,-30,1
Sony,C6602,-2,-30,1
Sony,C6603,-2,-30,1
Sony,C6606,-2,-30,1
Sony,C6616,-2,-30,1
Sony,C6802,-2,-30,1
Sony,C6806,-2,-30,1
Sony,C6806_GPe,-2,-30,1
Sony,C6833,-2,-30,1
Sony,C6843,-2,-30,1
Sony,C6902,-2,-30,1
Sony,C6903,-2,-30,1
Sony,C6906,-2,-30,1
Sony,C6916,-2,-30,1
Sony,C6943,-2,-30,1
Sony,D2004,-2,-30,1
Sony,D2005,-2,-30,1
Sony,D2104,-2,-30,1
Sony,D2105,-2,-30,1
Sony,D2114,-2,-30,1
Sony,D2202,-2,-30,1
Sony,D2203,-2,-30,1
Sony,D2206,-2,-30,1
Sony,D2212,-2,-30,1
Sony,D2243,-2,-30,1
Sony,D2302,-2,-30,1
Sony,D2303,-2,-30,1
Sony,D2305,-2,-30,1
Sony,D2306,-2,-30,1
Sony,D2403,-2,-30,1
Sony,D2406,-2,-30,1
Sony,D2502,-2,-30,1
Sony,D2533,-2,-30,1
Sony,D5102,-2,-30,1
Sony,D5103,-2,-30,1
Sony,D5106,-2,-30,1
Sony,D5303,-2,-30,1
Sony,D5306,-2,-30,1
Sony,D5316,-2,-30,1
Sony,D5316N,-2,-30,1
Sony,D5322,-2,-30,1
Sony,D5503,-2,-30,1
Sony,D5788,-2,-30,1
Sony,D5803,-2,-30,1
Sony,D5833,-2,-30,1
Sony,D6502,-2,-30,1
Sony,D6503,-2,-30,1
Sony,D6543,-2,-30,1
Sony,D6563,-2,-30,1
Sony,D6603,-2,-30,1
Sony,D6616,-2,-30,1
Sony,D6633,-2,-30,1
Sony,D6643,-2,-30,1
Sony,D6646,-2,-30,1
Sony,D6653,-2,-30,1
Sony,D6683,-2,-30,1
Sony,D6708,-2,-30,1
Sony,E2003,-2,-30,1
Sony,E2006,-2,-30,1
Sony,E2033,-2,-30,1
Sony,E2043,-2,-30,1
Sony,E2053,-2,-30,1
Sony,E2104,-2,-30,1
Sony,E2105,-2,-30,1
Sony,E2115,-2,-30,1
Sony,E2124,-2,-30,1
Sony,E2303,-2,-30,1
Sony,E2306,-2,-30,1
Sony,E2312,-2,-30,1
Sony,E2333,-2,-30,1
Sony,E2353,-2,-30,1
Sony,E2363,-2,-30,1
Sony,E5303,-2,-30,1
Sony,E5306,-2,-30,1
Sony,E5333,-2,-30,1
Sony,E5343,-2,-30,1
Sony,E5353,-2,-30,1
Sony,E5363,-2,-30,1
Sony,E5506,-2,-30,1
Sony,E5533,-2,-30,1
Sony,E5553,-2,-30,1
Sony,E5563,-2,-30,1
Sony,E5603,-2,-30,1
Sony,E5606,-2,-30,1
Sony,E5633,-2,-30,1
Sony,E5643,-2,-30,1
Sony,E5653,-2,-30,1
Sony,E5663,-2,-30,1
Sony,E5803,-2,-30,1
Sony,E5823,-2,-30,1
Sony,E6508,-2,-30,1
Sony,E6533,-2,-30,1
Sony,E6553,-2,-30,1
Sony,E6603,-3,-18,2
Sony,E6633,-2,-20,2
Sony,E6653,-3,-18,1
Sony,E6683,1,-19,2
Sony,E6833,-2,-30,1
Sony,E6853,-2,-30,1
Sony,E6883,-2,-30,1
Sony,F3111,-2,-30,1
Sony,F3112,-2,-30,1
Sony,F3113,-2,-30,1
Sony,F3115,-2,-30,1
Sony,F3116,-2,-30,1
Sony,F3211,-2,-30,1
Sony,F3212,-2,-30,1
Sony,F3213,-2,-30,1
Sony,F3215,-2,-30,1
Sony,F3216,-2,-30,1
Sony,F3311,-2,-30,1
Sony,F3313,-2,-30,1
Sony,F5121,8,-46,2
Sony,F5122,8,-46,1
Sony,F5321,-2,-30,1
Sony,F8131,-11,-33,2
Sony,F8132,-10,-32,1
Sony,F8331,-12,-34,2
Sony,F8332,-11,-31,2
Sony,G1109,-2,-30,1
Sony,G1209,-2,-30,1
Sony,G2199,-2,-30,1
Sony,G2299,-2,-30,1
Sony,G3112,-5,-24,1
Sony,G3116,-5,-24,1
Sony,G3121,-5,-24,1
Sony,G3123,-5,-24,2
Sony,G3125,-5,-24,1
Sony,G3212,3,-38,1
Sony,G3221,3,-38,1
Sony,G3223,3,-38,2
Sony,G3226,3,-38,1
Sony,G3311,0,-24,1
Sony,G3312,0,-24,1
Sony,G3313,0,-24,2
Sony,G3412,-2,-30,1
Sony,G3416,-2,-30,1
Sony,G3421,-2,-30,1
Sony,G3423,-2,-30,1
Sony,G3426,-2,-30,1
Sony,G8141,0,-29,1
Sony,G8142,1,-23,2
Sony,G8188,0,-29,1
Sony,G8231,-6,-34,1
Sony,G8232,-5,-36,2
Sony,G8341,5,-33,2
Sony,G8342,1,-31,2
Sony,G8343,0,-29,1
Sony,G8441,3,-26,2
Sony,H3113,-2,-30,1
Sony,H3123,-2,-30,1
Sony,H3133,-2,-30,1
Sony,H3213,-2,-30,1
Sony,H3223,-2,-30,1
Sony,H3311,-2,-30,1
Sony,H3321,-2,-30,1
Sony,H3413,-2,-30,1
Sony,H4113,-2,-30,1
Sony,H4133,-2,-30,1
Sony,H4213,-2,-30,1
Sony,H4233,-2,-30,1
Sony,H4311,-2,-30,1
Sony,H4331,-2,-30,1
Sony,H4413,-2,-30,1
Sony,H4493,-2,-30,1
Sony,H8116,-2,-30,1
Sony,H8166,-2,-30,1
Sony,H8216,-6,-28,2
Sony,H8266,-1,-31,2
Sony,H8276,-4,-30,1
Sony,H8296,-5,-30,2
Sony,H8314,-2,-36,2
Sony,H8324,-6,-24,2
Sony,H8416,5,-36,2
Sony,H9436,6,-36,1
Sony,H9493,6,-36,1
Sony,I3113,-2,-30,1
Sony,I3123,-2,-30,1
Sony,I3213,0,-32,1
Sony,I3223,0,-32,1
Sony,I3312,-2,-30,1
Sony,I4113,-2,-30,1
Sony,I4193,-2,-30,1
Sony,I4213,0,-32,2
Sony,I4293,0,-32,1
Sony,I4312,-2,-30,1
Sony,I4332,-2,-30,1
Sony,Internet TV,-2,-30,1
Sony,Internet TV Box,-2,-30,1
Sony,J3173,-2,-30,1
Sony,J8110,-2,-30,1
Sony,J8170,-2,-30,1
Sony,J8210,-2,-30,1
Sony,J8270,-2,-30,1
Sony,J9110,-2,-30,1
Sony,J9150,-2,-30,1
Sony,J9180,-2,-30,1
Sony,J9210,-2,-30,1
Sony,L35h,-2,-30,1
Sony,L36h,-2,-30,1
Sony,L39h,-2,-30,1
Sony,L39t,-2,-30,1
Sony,L39u,-2,-30,1
Sony,LT18i,-2,-30,1
Sony,LT22i,-2,-30,1
Sony,LT25i,-2,-30,1
Sony,LT26i,-2,-30,1
Sony,LT26ii,-2,-30,1
Sony,LT26w,-2,-30,1
Sony,LT28h,-2,-30,1
Sony,LT28i,-2,-30,1
Sony,LT29i,-2,-30,1
Sony,LT30a,-2,-30,1
Sony,LT30p,-2,-30,1
Sony,M35h,-2,-30,1
Sony,M35t,-2,-30,1
Sony,M51w,-2,-30,1
Sony,MK16i,-2,-30,1
Sony,MT25i,-2,-30,1
Sony,MT27i,-2,-30,1
Sony,NSZ-GS7/GX70,-2,-30,1
Sony,NSZ-GU1,-2,-30,1
Sony,NW-Z1000Series,-2,-30,1
Sony,NWZ-Z1000Series,-2,-30,1
Sony,R800a,-2,-30,1
Sony,R800i,-2,-30,1
Sony,SGP311,-2,-30,1
Sony,SGP312,-2,-30,1
Sony,SGP321,-2,-30,1
Sony,SGP351,-2,-30,1
Sony,SGP412,-2,-30,1
Sony,SGP511,-2,-30,1
Sony,SGP512,-2,-30,1
Sony,SGP521,-2,-30,1
Sony,SGP551,-2,-30,1
Sony,SGP561,-2,-30,1
Sony,SGP611,-2,-30,1
Sony,SGP612,-2,-30,1
Sony,SGP621,-2,-30,1
Sony,SGP641,-2,-30,1
Sony,SGP712,-2,-30,1
Sony,SGP771,-2,-30,1
Sony,SGPT12,-2,-30,1
Sony,SGPT13,-2,-30,1
Sony,SK17a,-2,-30,1
Sony,SO-01F,-2,-30,1
Sony,SO-01G,-2,-30,1
Sony,SO-01H,-3,-18,1
Sony,SO-01J,-3,-36,2
Sony,SO-01K,0,-29,1
Sony,SO-01L,6,-36,1
Sony,SO-01M,-2,-30,1
Sony,SO-02E,-2,-30,1
Sony,SO-02F,-2,-30,1
Sony,SO-02G,-2,-30,1
Sony,SO-02H,-2,-30,1
Sony,SO-02J,-2,-30,1
Sony,SO-02K,3,-26,1
Sony,SO-02L,-2,-30,1
Sony,SO-03D,-2,-30,1
Sony,SO-03F,-2,-30,1
Sony,SO-03G,-2,-30,1
Sony,SO-03H,-2,-30,1
Sony,SO-03J,-6,-33,2
Sony,SO-03K,-4,-30,1
Sony,SO-03L,-2,-30,1
Sony,SO-04E,-2,-30,1
Sony,SO-04F,-2,-30,1
Sony,SO-04G,-2,-30,1
Sony,SO-04H,-10,-32,1
Sony,SO-04J,-1,-35,2
Sony,SO-04K,-2,-30,1
Sony,SO-05F,-2,-30,1
Sony,SO-05G,-2,-30,1
Sony,SO-05K,-4,-30,1
Sony,SO-51A,-2,-30,1
Sony,SOG01,-2,-30,1
Sony,SOL23,-2,-30,1
Sony,SOL24,-2,-30,1
Sony,SOL25,-2,-30,1
Sony,SOL26,-2,-30,1
Sony,SOT21,-2,-30,1
Sony,SOT31,-2,-30,1
Sony,SOV31,-2,-30,1
Sony,SOV32,-3,-18,1
Sony,SOV33,-10,-31,2
Sony,SOV34,-4,-34,2
Sony,SOV35,-6,-34,1
Sony,SOV36,-2,-30,2
Sony,SOV37,-4,-30,1
Sony,SOV38,-2,-30,1
Sony,SOV39,6,-36,1
Sony,SOV40,-2,-30,1
Sony,SOV41,-2,-30,1
Sony,SOV42,-2,-30,1
Sony,SOV42-u,-2,-30,1
Sony,ST17i,-2,-30,1
Sony,ST18i,-2,-30,1
Sony,ST21a,-2,-30,1
Sony,ST21a2,-2,-30,1
Sony,ST21i,-2,-30,1
Sony,ST21i2,-2,-30,1
Sony,ST23a,-2,-30,1
Sony,ST23i,-2,-30,1
Sony,ST25a,-2,-30,1
Sony,ST25i,-2,-30,1
Sony,ST26a,-2,-30,1
Sony,ST26i,-2,-30,1
Sony,ST27a,-2,-30,1
Sony,ST27i,-2,-30,1
Sony,SmartWatch 3,-2,-30,1
Sony,Sony Tablet P,-2,-30,1
Sony,Sony Tablet S,-2,-30,1
Sony,WALKMAN,-2,-30,1
Sony,WT19a,-2,-30,1
Sony,WT19i,-2,-30,1
Sony,XL39h,-2,-30,1
Sony,XQ-AD51,-2,-30,1
Sony,XQ-AD52,-2,-30,1
Sony,XQ-AU52,-2,-30,1
TCL,5033E,1,-35,1
TCL,5086D,1,-35,1
TCL,5101A,1,-35,1
TCL,5101J,1,-35,1
TCL,5102I,1,-35,1
TCL,5102M,1,-35,1
TCL,5107G,1,-35,1
TCL,5107J,1,-35,1
TCL,5124J,1,-35,1
TCL,5128A,1,-35,1
TCL,5128Y,1,-35,1
TCL,5129A,1,-35,1
TCL,5129Y,1,-35,1
TCL,5130I,1,-35,1
TCL,5130J,1,-35,1
TCL,5133A,1,-35,1
TCL,5148A,1,-35,1
TCL,5148I,1,-35,1
TCL,5152D,1,-35,1
TCL,5153A,1,-35,1
TCL,5153K,1,-35,1
TCL,5158A,1,-35,1
TCL,5159A,1,-35,2
TCL,5159J,1,-35,1
TCL,5161A,1,-35,1
TCL,5161K,1,-35,1
TCL,5186A,1,-35,1
TCL,5186D,1,-35,1
TCL,5199I,1,-35,1
TCL,8093,1,-35,1
TCL,8167,1,-35,1
TCL,8182,1,-35,1
TCL,BPL TV,1,-35,1
TCL,BeyondTV,1,-35,1
TCL,BeyondTV2,1,-35,1
TCL,BeyondTV5,1,-35,1
TCL,MICROMAX TV,1,-35,1
TCL,PANASONIC TV,1,-35,1
TCL,Percee TV,1,-35,1
TCL,SANYO TV,1,-35,1
TCL,T770B,1,-35,1
TCL,T770H,1,-35,1
TCL,T780H,1,-35,1
TCL,T799B,1,-35,1
TCL,T799H,1,-35,1
TCL,UnionTV,1,-35,1
TCL,movo,1,-35,1
TCL,movo_la,1,-35,1
Tecno,DP10A,-9,-33,1
Tecno,DP10APro,-9,-33,1
Tecno,DP7CPRO,-9,-33,1
Tecno,DP7CPro-SGA1,-9,-33,1
Tecno,DP8D,-9,-33,1
Tecno,H7S,-9,-33,1
Tecno,PTM-Z-mini,-9,-33,1
Tecno,Phantom6,-9,-33,1
Tecno,Phantom6-Plus,-9,-33,1
Tecno,Phantom6S,-9,-33,1
Tecno,TECNO AB7,-9,-33,1
Tecno,TECNO AX8,-9,-33,1
Tecno,TECNO AX8S,-9,-33,1
Tecno,TECNO B1,-9,-33,1
Tecno,TECNO B1S,-9,-33,1
Tecno,TECNO B1f,-9,-33,1
Tecno,TECNO B1p,-9,-33,1
Tecno,TECNO BA2,-9,-33,1
Tecno,TECNO BB2,-9,-33,1
Tecno,TECNO BB4,-9,-33,1
Tecno,TECNO BB4k,-9,-33,1
Tecno,TECNO CA6,-9,-33,1
Tecno,TECNO CA6S,-9,-33,1
Tecno,TECNO CA7,-9,-33,1
Tecno,TECNO CA8,-9,-33,1
Tecno,TECNO CA8S,-9,-33,1
Tecno,TECNO CB7,-9,-33,1
Tecno,TECNO CB7j,-9,-33,1
Tecno,TECNO CC6,-9,-33,1
Tecno,TECNO CC7,-9,-33,1
Tecno,TECNO CC7S,-9,-33,1
Tecno,TECNO CC9,-9,-33,1
Tecno,TECNO CD6,-9,-33,1
Tecno,TECNO CD7,-9,-33,1
Tecno,TECNO CD8,-9,-33,1
Tecno,TECNO CD8j,-9,-33,1
Tecno,TECNO CF7,-9,-33,1
Tecno,TECNO CF7S,-9,-33,1
Tecno,TECNO CF7k,-9,-33,1
Tecno,TECNO CF8,-9,-33,1
Tecno,TECNO CX Air,-9,-33,1
Tecno,TECNO Camon CX,-9,-33,1
Tecno,TECNO Camon CXS,-9,-33,1
Tecno,TECNO DP10A,-9,-33,1
Tecno,TECNO F1,-9,-33,1
Tecno,TECNO F2,-9,-33,1
Tecno,TECNO F2LTE,-9,-33,1
Tecno,TECNO F3,-9,-33,1
Tecno,TECNO F4,-9,-33,1
Tecno,TECNO F4 Pro,-9,-33,1
Tecno,TECNO H5S,-9,-33,1
Tecno,TECNO IA5,-9,-33,1
Tecno,TECNO ID3k,-9,-33,1
Tecno,TECNO ID5,-9,-33,1
Tecno,TECNO ID5a,-9,-33,1
Tecno,TECNO ID5b,-9,-33,1
Tecno,TECNO ID6,-9,-33,1
Tecno,TECNO IN1,-9,-33,1
Tecno,TECNO IN1 Pro,-9,-33,1
Tecno,TECNO IN2,-9,-33,1
Tecno,TECNO IN3,-9,-33,1
Tecno,TECNO IN5,-9,-33,1
Tecno,TECNO IN6,-9,-33,1
Tecno,TECNO K7,-9,-33,1
Tecno,TECNO K8,-9,-33,1
Tecno,TECNO K9,-9,-33,1
Tecno,TECNO KA6,-9,-33,1
Tecno,TECNO KA7,-9,-33,1
Tecno,TECNO KA7O,-9,-33,1
Tecno,TECNO KA9,-9,-33,1
Tecno,TECNO KB2,-9,-33,1
Tecno,TECNO KB2h,-9,-33,1
Tecno,TECNO KB2j,-9,-33,1
Tecno,TECNO KB3,-9,-33,1
Tecno,TECNO KB7,-9,-33,1
Tecno,TECNO KB7j,-9,-33,1
Tecno,TECNO KB8,-9,-33,2
Tecno,TECNO KC1,-9,-33,1
Tecno,TECNO KC1j,-9,-33,1
Tecno,TECNO KC2,-9,-33,1
Tecno,TECNO KC2j,-9,-33,1
Tecno,TECNO KC3,-9,-33,1
Tecno,TECNO KC6,-9,-33,1
Tecno,TECNO KC6S,-9,-33,1
Tecno,TECNO KC8,-9,-33,1
Tecno,TECNO KC8S,-9,-33,1
Tecno,TECNO KD6,-9,-33,1
Tecno,TECNO KD6a,-9,-33,1
Tecno,TECNO KD7,-9,-33,1
Tecno,TECNO KD7h,-9,-33,1
Tecno,TECNO L8 Lite,-9,-33,1
Tecno,TECNO L9,-9,-33,1
Tecno,TECNO L9 Plus,-9,-33,1
Tecno,TECNO LA6,-9,-33,1
Tecno,TECNO LA7,-9,-33,1
Tecno,TECNO LA7 Pro,-9,-33,1
Tecno,TECNO LB6,-9,-33,1
Tecno,TECNO LB7,-9,-33,1
Tecno,TECNO LC6,-9,-33,1
Tecno,TECNO LC6a,-9,-33,1
Tecno,TECNO LC7,-9,-33,1
Tecno,TECNO LC7S,-9,-33,1
Tecno,TECNO LC8,-9,-33,1
Tecno,TECNO M3S,-9,-33,1
Tecno,TECNO N5S,-9,-33,1
Tecno,TECNO N8,-9,-33,1
Tecno,TECNO P5S,-9,-33,1
Tecno,TECNO P701,-9,-33,1
Tecno,TECNO P702,-9,-33,1
Tecno,TECNO P702A,-9,-33,1
Tecno,TECNO P702AS,-9,-33,1
Tecno,TECNO P703,-9,-33,1
Tecno,TECNO P904,-9,-33,1
Tecno,TECNO PP7E-DLA1,-9,-33,1
Tecno,TECNO PP7E-SLA1,-9,-33,1
Tecno,TECNO PhonePad 3,-9,-33,1
Tecno,TECNO R6,-9,-33,1
Tecno,TECNO R6S,-9,-33,1
Tecno,TECNO R8O,-9,-33,1
Tecno,TECNO R8S,-9,-33,1
Tecno,TECNO RA6,-9,-33,1
Tecno,TECNO RA6S,-9,-33,1
Tecno,TECNO RA7,-9,-33,1
Tecno,TECNO RA8,-9,-33,1
Tecno,TECNO RB6S,-9,-33,1
Tecno,TECNO RB7S,-9,-33,1
Tecno,TECNO RB8S,-9,-33,1
Tecno,TECNO S1,-9,-33,1
Tecno,TECNO S1 Lite,-9,-33,1
Tecno,TECNO S1 Pro,-9,-33,1
Tecno,TECNO S1E Pro,-9,-33,1
Tecno,TECNO S1M,-9,-33,1
Tecno,TECNO S6,-9,-33,1
Tecno,TECNO S6S,-9,-33,1
Tecno,TECNO SA1,-9,-33,1
Tecno,TECNO SA1S Pro,-9,-33,1
Tecno,TECNO SA2S,-9,-33,1
Tecno,TECNO SA6,-9,-33,1
Tecno,TECNO SA6S,-9,-33,1
Tecno,TECNO SA7S,-9,-33,1
Tecno,TECNO SC7S,-9,-33,1
Tecno,TECNO W1,-9,-33,1
Tecno,TECNO W2,-9,-33,1
Tecno,TECNO W3 Pro,-9,-33,1
Tecno,TECNO W5 Lite,-9,-33,1
Tecno,TECNO WX3,-9,-33,1
Tecno,TECNO WX3F LTE,-9,-33,1
Tecno,TECNO WX3LTE,-9,-33,1
Tecno,TECNO WX3P,-9,-33,1
Tecno,TECNO WX4,-9,-33,1
Tecno,TECNO WX4 Pro,-9,-33,1
Tecno,TECNO WX4 Pro S,-9,-33,1
Tecno,TECNO i3,-9,-33,1
Tecno,TECNO i3 Pro,-9,-33,1
Tecno,TECNO i5,-9,-33,1
Tecno,TECNO i5 Pro,-9,-33,1
Tecno,TECNO i7,-9,-33,1
Tecno,TECNO-A7S,-9,-33,1
Tecno,TECNO-C5,-9,-33,1
Tecno,TECNO-C7,-9,-33,1
Tecno,TECNO-C8,-9,-33,1
Tecno,TECNO-C9,-9,-33,1
Tecno,TECNO-C9S,-9,-33,1
Tecno,TECNO-J5,-9,-33,1
Tecno,TECNO-J7,-9,-33,1
Tecno,TECNO-J8,-9,-33,1
Tecno,TECNO-L5,-9,-33,1
Tecno,TECNO-L6,-9,-33,1
Tecno,TECNO-L8,-9,-33,1
Tecno,TECNO-L8Plus,-9,-33,1
Tecno,TECNO-M6S,-9,-33,1
Tecno,TECNO-N2,-9,-33,1
Tecno,TECNO-N2S,-9,-33,1
Tecno,TECNO-N6,-9,-33,1
Tecno,TECNO-N6S,-9,-33,1
Tecno,TECNO-N8,-9,-33,1
Tecno,TECNO-N8R,-9,-33,1
Tecno,TECNO-N8S,-9,-33,1
Tecno,TECNO-N9,-9,-33,1
Tecno,TECNO-N9S,-9,-33,1
Tecno,TECNO-PHANTOM5,-9,-33,1
Tecno,TECNO-W3,-9,-33,1
Tecno,TECNO-W3LTE,-9,-33,1
Tecno,TECNO-W5,-9,-33,1
Tecno,TECNO-Y2,-9,-33,1
Tecno,TECNO-Y3,-9,-33,1
Tecno,TECNO-Y3+,-9,-33,1
Tecno,TECNO-Y3S,-9,-33,1
Tecno,TECNO-Y4,-9,-33,1
Tecno,TECNO-Y5,-9,-33,1
Tecno,TECNO-Y6,-9,-33,1
Tecno,TECNO_W4,-9,-33,1
Vivo,I1927,0,-28,1
Vivo,I1928,0,-28,1
Vivo,V1730EA,0,-28,1
Vivo,V1731CA,0,-28,1
Vivo,V1732A,0,-28,1
Vivo,V1809A,0,-28,1
Vivo,V1813A,0,-28,1
Vivo,V1813BA,0,-28,1
Vivo,V1813BT,0,-28,1
Vivo,V1814A,0,-28,1
Vivo,V1816A,0,-28,1
Vivo,V1818A,0,-28,1
Vivo,V1818BA,0,-28,1
Vivo,V1818CA,0,-28,1
Vivo,V1821A,0,-28,1
Vivo,V1824A,0,-28,1
Vivo,V1829A,0,-28,1
Vivo,V1831A,0,-28,1
Vivo,V1832A,0,-28,1
Vivo,V1836A,0,-28,1
Vivo,V1838A,0,-28,1
Vivo,V1901A,0,-28,1
Vivo,V1911A,0,-28,1
Vivo,V1913A,0,-28,1
Vivo,V1914A,0,-28,1
Vivo,V1916A,0,-28,1
Vivo,V1921A,0,-28,1
Vivo,V1922A,0,-28,1
Vivo,V1923A,0,-28,1
Vivo,V1924A,0,-28,1
Vivo,V1926,0,-28,1
Vivo,V1928A,0,-28,1
Vivo,V1930A,0,-28,1
Vivo,V1932A,0,-28,1
Vivo,V1934A,0,-28,1
Vivo,V1936A,0,-28,1
Vivo,V1936AL,0,-28,1
Vivo,V1938CT,0,-28,1
Vivo,V1938T,0,-28,1
Vivo,V1941A,0,-28,1
Vivo,V1945A,0,-28,1
Vivo,V1950A,0,-28,1
Vivo,V1955A,0,-28,1
Vivo,V1962A,0,-28,1
Vivo,V1963A,0,-28,1
Vivo,V1965A,0,-28,1
Vivo,V1981A,0,-28,1
Vivo,V1990A,0,-28,1
Vivo,vivo 1601,0,-28,1
Vivo,vivo 1603,0,-28,1
Vivo,vivo 1606,0,-28,1
Vivo,vivo 1609,0,-28,1
Vivo,vivo 1610,0,-28,1
Vivo,vivo 1611,0,-28,1
Vivo,vivo 1707,0,-28,1
Vivo,vivo 1713,0,-28,1
Vivo,vivo 1714,0,-28,1
Vivo,vivo 1716,0,-28,1
Vivo,vivo 1718,0,-28,1
Vivo,vivo 1719,0,-28,1
Vivo,vivo 1720,0,-28,1
Vivo,vivo 1721,0,-28,1
Vivo,vivo 1723,4,-30,2
Vivo,vivo 1724,0,-28,1
Vivo,vivo 1725,0,-28,1
Vivo,vivo 1726,0,-28,1
Vivo,vivo 1727,0,-28,1
Vivo,vivo 1801,0,-28,1
Vivo,vivo 1802,0,-28,1
Vivo,vivo 1803,0,-28,1
Vivo,vivo 1804,-4,-22,2
Vivo,vivo 1805,0,-28,1
Vivo,vivo 1806,0,-28,1
Vivo,vivo 1807,0,-28,1
Vivo,vivo 1808,0,-28,1
Vivo,vivo 1811,0,-28,1
Vivo,vivo 1812,0,-28,1
Vivo,vivo 1813,0,-28,1
Vivo,vivo 1814,0,-28,1
Vivo,vivo 1815,0,-28,1
Vivo,vivo 1816,0,-28,1
Vivo,vivo 1817,0,-28,1
Vivo,vivo 1818,0,-28,1
Vivo,vivo 1819,0,-28,1
Vivo,vivo 1820,0,-28,1
Vivo,vivo 1851,0,-31,2
Vivo,vivo 1901,0,-28,1
Vivo,vivo 1902,0,-28,1
Vivo,vivo 1904,0,-28,1
Vivo,vivo 1906,0,-28,1
Vivo,vivo 1907,0,-28,1
Vivo,vivo 1909,0,-28,1
Vivo,vivo 1910,0,-28,1
Vivo,vivo 1912,0,-28,1
Vivo,vivo 1913,0,-28,1
Vivo,vivo 1914,0,-28,1
Vivo,vivo 1915,0,-28,1
Vivo,vivo 1916,0,-28,1
Vivo,vivo 1917,0,-28,1
Vivo,vivo 1919,0,-28,1
Vivo,vivo 1920,0,-28,1
Vivo,vivo 1921,0,-28,1
Vivo,vivo 1933,0,-28,1
Vivo,vivo 1935,0,-28,1
Vivo,vivo 1937,0,-28,1
Vivo,vivo 1951,0,-28,1
Vivo,vivo 2010,0,-28,1
Vivo,vivo NEX A,0,-28,1
Vivo,vivo NEX S,0,-28,1
Vivo,vivo PD1415A,0,-28,1
Vivo,vivo PD1501D,0,-28,1
Vivo,vivo PD1515A,0,-28,1
Vivo,vivo PD1515BA,0,-28,1
Vivo,vivo PD1522A,0,-28,1
Vivo,vivo PD1523A,0,-28,1
Vivo,vivo PD1524B,0,-28,1
Vivo,vivo PD1612,0,-28,1
Vivo,vivo PD1616B,0,-28,1
Vivo,vivo PD1628,0,-28,1
Vivo,vivo PD1635,0,-28,1
Vivo,vivo PD1708,0,-28,1
Vivo,vivo PD1709,0,-28,1
Vivo,vivo PD1710,0,-28,1
Vivo,vivo PD1721,0,-28,1
Vivo,vivo V1,0,-28,1
Vivo,vivo V3,0,-28,1
Vivo,vivo V3Lite,0,-28,1
Vivo,vivo V3Max,0,-28,1
Vivo,vivo V3Max+ A,0,-28,1
Vivo,vivo V5Plus,0,-28,1
Vivo,vivo X20A,0,-28,1
Vivo,vivo X20Plus A,0,-28,1
Vivo,vivo X20Plus UD,0,-28,1
Vivo,vivo X21A,0,-28,1
Vivo,vivo X21UD A,0,-28,1
Vivo,vivo X21i A,0,-28,1
Vivo,vivo X5,0,-28,1
Vivo,vivo X5M,0,-28,1
Vivo,vivo X5Max,0,-28,1
Vivo,vivo X5Max S,0,-28,1
Vivo,vivo X5MaxV,0,-28,1
Vivo,vivo X5Pro,0,-28,1
Vivo,vivo X5Pro D,0,-28,1
Vivo,vivo X5Pro V,0,-28,1
Vivo,vivo X6D,0,-28,1
Vivo,vivo X6S A,0,-28,1
Vivo,vivo X7,0,-28,1
Vivo,vivo X7Plus,0,-28,1
Vivo,vivo X9,0,-28,1
Vivo,vivo X9Plus,0,-28,1
Vivo,vivo X9i,0,-28,1
Vivo,vivo X9s,0,-28,1
Vivo,vivo X9s Plus,0,-28,1
Vivo,vivo Xplay5A,0,-28,1
Vivo,vivo Xplay6,0,-28,1
Vivo,vivo Y11,0,-28,1
Vivo,vivo Y13iL,0,-28,1
Vivo,vivo Y15,0,-28,1
Vivo,vivo Y15S,0,-28,1
Vivo,vivo Y21,0,-28,1
Vivo,vivo Y21L,0,-28,1
Vivo,vivo Y22,0,-28,1
Vivo,vivo Y27,0,-28,1
Vivo,vivo Y28,0,-28,1
Vivo,vivo Y31,0,-28,1
Vivo,vivo Y31L,0,-28,1
Vivo,vivo Y31i,0,-28,1
Vivo,vivo Y33,0,-28,1
Vivo,vivo Y35,0,-28,1
Vivo,vivo Y35A,0,-28,1
Vivo,vivo Y37,0,-28,1
Vivo,vivo Y51,0,-28,1
Vivo,vivo Y51A,0,-28,1
Vivo,vivo Y55,0,-28,1
Vivo,vivo Y66,0,-28,1
Vivo,vivo Y66i A,0,-28,1
Vivo,vivo Y67,0,-28,1
